fid,name,description,ratingCount,ratingValue,contentRating,genre,keywords,duration,datePublished,actor,director,image
11686490,The Deep House,"While diving in a remote French lake, a couple who specialize in urban exploration videos discover a house submerged in deep waters. Their dive turns into a nightmare when they discover the house was the scene of atrocious crimes.",18102,5.3,TV-MA,"Drama,Horror,Mystery","boyfriend girlfriend relationship,drowning,scuba diving,haunting,haunted house",5100,2021-06-30,"Camille Rowe,James Jagger,Eric Savin","Alexandre Bustillo,Julien Maury",https://m.media-amazon.com/images/M/MV5BODQ4NDRhY2UtNDA5MS00YzNlLWJhZGMtMzRkOWRkZTFmZmJlXkEyXkFqcGc@._V1_.jpg
8829830,Fatale,"After a one-night stand, a successful married man finds himself entangled in a cunning police detective's latest investigation.",14865,5.5,R,"Drama,Mystery,Romance","murder,female detective,female psychopath,evil lead character,rogue cop",6120,2020-12-18,"Hilary Swank,Michael Ealy,Mike Colter",Deon Taylor,https://m.media-amazon.com/images/M/MV5BZTdjMTE2ODctODZjNS00NTJmLThjNTgtOGJhZjliMDU1NjYwXkEyXkFqcGc@._V1_.jpg
14867006,V/H/S/94,A police S.W.A.T. team investigate a mysterious VHS tape and discover a sinister cult that has pre-recorded material which uncovers a nightmarish conspiracy.,14639,5.5,R,"Horror,Mystery,Thriller","found footage,anthology,vhs,funeral wake,sequel",6180,2021-10-06,"Anna Hopkins,Christian Potenza,Brian Paul","Simon Barrett,Steven Kostanski,Chloe Okuno",https://m.media-amazon.com/images/M/MV5BNzcyMDhiMzItNzcwYy00OTUyLTg2MjQtZDNiOWQwZjg4MjlmXkEyXkFqcGc@._V1_.jpg
15744298,Freelance,"An ex-special forces operative takes a job to provide security for a journalist as she interviews a dictator, but when a military coup breaks out in the middle of the interview, they are forced to escape into the jungle.",23544,5.5,R,"Action,Comedy","fictional country,jungle,lawyer,village,selfie",6480,2023-10-27,"John Cena,Alison Brie,Juan Pablo Raba",Pierre Morel,https://m.media-amazon.com/images/M/MV5BMDcwYzM1YTEtYmU3YS00YjAzLTg1OGMtZjZmOWVhNTUyMmUxXkEyXkFqcGc@._V1_.jpg
244970,Someone Like You...,"After being jilted by her boyfriend, a talk show talent scout writes a column on the relationship habits of men which gains her national fame.",27934,6.1,PG-13,"Comedy,Romance","cheerleading,sexist,gender issues,watching a documentary,prologue",5820,2001-03-30,"Ashley Judd,Greg Kinnear,Hugh Jackman",Tony Goldwyn,https://m.media-amazon.com/images/M/MV5BZGM5MWFmN2ItNDA1Zi00ODliLTgxMzMtNTJiNWYzZDY5ZDljXkEyXkFqcGc@._V1_.jpg
6017756,Radioactive,The incredible true story of Marie Sklodowska-Curie and her Nobel Prize-winning work that changed the world.,22554,6.3,PG-13,"Biography,Drama,Romance","scientist,nobel prize winner,radioactivity,radiation,marie curie character",6540,2020-06-15,"Rosamund Pike,Yvette Feuer,Mirjam Novak",Marjane Satrapi,https://m.media-amazon.com/images/M/MV5BNTg4NDRhY2QtZjk4NS00MDlhLTgzYmQtYjZhNmMxMzFkYzkwXkEyXkFqcGc@._V1_.jpg
1702425,Casa de mi padre,"Scheming to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.",21768,5.5,R,"Comedy,Western","grindhouse film,spaghetti western spoof,absurd comedy,comic relief,female frontal nudity",5100,2012-05-11,"Will Ferrell,Gael García Bernal,Diego Luna",Matt Piedmont,https://m.media-amazon.com/images/M/MV5BMWIxMWI1ZWMtN2UyMS00Nzc2LWE2NzktMzBiM2Y3ZGM2OWFjXkEyXkFqcGc@._V1_.jpg
2406252,La Vénus à la fourrure,An actress attempts to convince a director how she's perfect for a role in his upcoming production.,21283,7.1,Not Rated,Drama,"femdom,female nudity,psychological manipulation,von sacher masoch,submissive man",5760,2013-11-08,"Emmanuelle Seigner,Mathieu Amalric",Roman Polanski,https://m.media-amazon.com/images/M/MV5BMjM0ODgyOTM1Ml5BMl5BanBnXkFtZTgwMzI5ODM4MTE@._V1_.jpg
1068649,Il y a longtemps que je t'aime,A woman struggles to interact with her family and find her place in society after spending fifteen years in prison.,20833,7.6,PG-13,Drama,"murder of a child,child,death of a child,reading a newspaper,tossing a pillow",7020,2008-03-19,"Kristin Scott Thomas,Elsa Zylberstein,Serge Hazanavicius",Philippe Claudel,https://m.media-amazon.com/images/M/MV5BMTY1Njg2ODI1Ml5BMl5BanBnXkFtZTcwMzkzNzQ5MQ@@._V1_.jpg
2788716,Welcome to Me,"When Alice Klieg wins the Mega-Millions lottery, she immediately quits her psychiatric meds and buys her own talk show.",19858,5.9,R,"Comedy,Drama","fictional tv show,lottery winner,cable tv show,telethon,narcissist",5220,2015-05-01,"Kristen Wiig,James Marsden,Linda Cardellini",Shira Piven,https://m.media-amazon.com/images/M/MV5BMTA0NTAyNTYwNDheQTJeQWpwZ15BbWU4MDY2ODcyNTQx._V1_.jpg
7616148,Luce,"A married couple is forced to reckon with their idealized image of their son, adopted from war-torn Eritrea, after an alarming discovery by a devoted high school teacher threatens his status as an all-star student.",15358,6.6,R,"Drama,Mystery,Thriller","husband wife relationship,adoptive father adopted son relationship,adoptive mother adopted son relationship,high school,teenage boy",6540,2019-08-23,"Naomi Watts,Octavia Spencer,Kelvin Harrison Jr.",Julius Onah,https://m.media-amazon.com/images/M/MV5BOTk0MWJjNzMtOTg5Ny00YjA3LWJmZjctYmY2YjlhMzEzYTg1XkEyXkFqcGc@._V1_.jpg
147004,Little Voice,"A shy reclusive lady is convinced by an invisible entity to sing. Subsequently, she finds herself noticed by a sleazy talent agent and her talent being showcased on-stage. She also meets a kind but nervous man who becomes her best...",17360,7.0,R,"Comedy,Drama,Music","singer,introvert,shy woman,introverted protagonist,yorkshire england",5820,1999-01-08,"Brenda Blethyn,Jane Horrocks,Michael Caine",Mark Herman,https://m.media-amazon.com/images/M/MV5BY2QzZmMwZjYtOGQzNi00MzMwLWFiOTQtMDE4MWJiYzA4MjU2XkEyXkFqcGc@._V1_.jpg
28691,Captains Courageous,"A spoiled brat who falls overboard from a steamship in the 1920s gets picked up by a New England fishing boat, where he's made to earn his keep by joining the crew in their work.",11231,7.9,Approved,"Adventure,Drama,Family","boat,brat,1920s,new york city,gloucester massachusetts",7020,1937-06-25,"Spencer Tracy,Freddie Bartholomew,Lionel Barrymore",Victor Fleming,https://m.media-amazon.com/images/M/MV5BMzI3MDg4Y2EtNmQ4Mi00NjFkLTkxZjQtMGM0YjVmNzNlYTQ3XkEyXkFqcGc@._V1_.jpg
6336356,Meari to majo no hana,"Based on ""The Little Broomstick"" by Mary Stewart, a strange flower grants a girl magic powers.",17511,6.8,PG,"Animation,Adventure,Family","witch,broomstick,flower,anime,magic",6180,2018-02-09,"Hana Sugisaki,Ryunosuke Kamiki,Yûki Amami",Hiromasa Yonebayashi,https://m.media-amazon.com/images/M/MV5BMzk3NWViZjctMGVhNy00OWJjLTkxYWQtNmZmMzI2ZDRlNTUyXkEyXkFqcGc@._V1_.jpg
1804271,Pretty Much Dead Already,"Glenn tells the rest of the group about the walkers in the barn, dividing them on what to do. Meanwhile, Hershel sets a deadline for the group to leave, unless Rick does a difficult task.",20970,9.2,TV-14,"Drama,Horror,Thriller","title directed by female,zombie,character repeats someone else's dialogue,calling someone a bitch,injured man",2580,2011-11-27,"Andrew Lincoln,Jon Bernthal,Sarah Wayne Callies",Michelle MacLaren,https://m.media-amazon.com/images/M/MV5BMjI3NTIyNTExN15BMl5BanBnXkFtZTcwOTMzNzkwNw@@._V1_.jpg
116552,Homeward Bound II: Lost in San Francisco,"When adventurous pets Chance, Shadow, and Sassy are accidentally separated from their vacationing humans, they're left to fend for themselves on the mean streets of San Francisco, searching for the ""golden bridge"" that will take t...",16592,5.9,G,"Adventure,Comedy,Family","talking dog,talking cat,lost dog,lost cat,dog",5280,1996-03-08,"Michael J. Fox,Sally Field,Ralph Waite",David R. Ellis,https://m.media-amazon.com/images/M/MV5BODUxMjZkN2EtMDkyMC00MmQ2LTlhYmYtZTIwODAyOTFmMGRjXkEyXkFqcGc@._V1_.jpg
5912454,Blue Jay,"Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past.",21240,7.3,Unrated,"Drama,Romance","school,return to hometown,high school sweetheart,gentle cinema",4800,2016-10-11,"Mark Duplass,Sarah Paulson,Clu Gulager",Alex Lehmann,https://m.media-amazon.com/images/M/MV5BMjM2Nzk4ODA2M15BMl5BanBnXkFtZTgwODA5MDExMDI@._V1_.jpg
246677,Heaven,"A woman takes the law into her own hands after police ignore her pleas to arrest the man responsible for her husband's death, and finds herself not only under arrest for murder but falling in love with an officer.",26672,6.9,R,"Crime,Drama,Romance","italy,woman,man,love,death",5820,2002-02-21,"Cate Blanchett,Giovanni Ribisi,Remo Girone",Tom Tykwer,https://m.media-amazon.com/images/M/MV5BNzBiODhmYzUtZWU2Ny00NDVmLTk2YmMtODYzNGExNmZlMDYzXkEyXkFqcGc@._V1_.jpg
8772218,Bagman,"When a simple errand for a client goes sideways, Jimmy is pushed to the limit; Mike takes measures to contain the wrath of the cartel; Lalo gets an unexpected visitor.",29051,9.7,TV-MA,"Crime,Drama","reading a newspaper,jail visit,directions,remote location,cash in a bag",3240,2020-04-06,"Bob Odenkirk,Jonathan Banks,Rhea Seehorn",Vince Gilligan,https://m.media-amazon.com/images/M/MV5BMGEwYjE4NzUtMzRhZi00NDQ5LTgxZmMtMWNlMGEzMjAzYjMzXkEyXkFqcGc@._V1_.jpg
10431500,Yedinci Kogustaki Mucize,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie Điều Kì Diệu Ở Phòng Giam Số 7 (2013).,57693,8.2,TV-14,Drama,"remake,prison,lie,teacher,court",7920,2019-10-11,"Aras Bulut Iynemli,Nisa Sofiya Aksongur,Deniz Baysal",Mehmet Ada Öztekin,https://m.media-amazon.com/images/M/MV5BMzZmMWUxZGMtOTg3MS00OTA4LTg5NzktZGY4NjgyMzExYTZhXkEyXkFqcGc@._V1_.jpg
5711280,Electric Dreams,A sci-fi anthology series with stand-alone episodes based on the works of Philip K. Dick.,19250,7.2,TV-MA,"Drama,Sci-Fi","sci fi anthology,alternate reality,based on short story,android,anthology",,2017-09-17,"Bryan Cranston,Steve Buscemi,Richard Madden",,https://m.media-amazon.com/images/M/MV5BZGZmMDUxMDgtZmVhOS00YjFlLWJlZjctOWM4MDRjMjQ0ODdhXkEyXkFqcGc@._V1_.jpg
342735,Manderlay,"A story of slavery, set in the southern U.S. in the 1930s.",25573,7.2,Not Rated,Drama,"united states of america,female frontal nudity,fictional town,gangster,slavery",8340,2005-06-03,"Bryce Dallas Howard,Isaach De Bankolé,Danny Glover",Lars von Trier,https://m.media-amazon.com/images/M/MV5BZTM0NGQ3MTQtZDFhMy00NmFjLWFjN2QtNzljOWYyM2QzN2M4XkEyXkFqcGc@._V1_.jpg
318761,Thumbsucker,Justin throws himself and everyone around him into chaos when he attempts to break free from his addiction to his thumb.,22165,6.5,R,"Comedy,Drama","kmart,teenager,toilet,cavity search,rectal exam",5760,2005-10-07,"Lou Taylor Pucci,Tilda Swinton,Vincent D'Onofrio",Mike Mills,https://m.media-amazon.com/images/M/MV5BZmIxYjc1MjUtYjliNC00MjQxLWEyYWQtN2JkYzVhNzI5NDQ5XkEyXkFqcGc@._V1_.jpg
89461,The Last Dragon,"In New York City, a young man searches for a Master to obtain the final level of martial arts mastery known as the Glow.",18252,6.8,PG-13,"Action,Comedy,Drama","cult film,martial arts action,martial arts,new york city,breakdance",6540,1985-03-22,"Taimak,Vanity,Christopher Murney",Michael Schultz,https://m.media-amazon.com/images/M/MV5BYzkwNTk3OTMtODAxMS00MGYxLTgzZDctYzAxYTVkNjhlYjA2XkEyXkFqcGc@._V1_.jpg
53677,The Brides of Dracula,"Vampire hunter Dr. Van Helsing returns to Transylvania to destroy handsome bloodsucker Baron Meinster, who has designs on a beautiful young schoolteacher.",9277,6.6,Approved,Horror,"sequel,coffin,windmill,castle,undead",5100,1960-07-07,"Peter Cushing,Martita Hunt,Yvonne Monlaur",Terence Fisher,https://m.media-amazon.com/images/M/MV5BZWYxNzc0NzMtM2VkYS00ZWNmLTk2ZmMtODUwY2EzYWQyNzMxXkEyXkFqcGc@._V1_.jpg
10763820,Night Teeth,"A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to st...",22446,5.7,TV-14,"Action,Crime,Drama","vampire,secret society,elite,blood sucker,fight",6420,2021-10-20,"Jorge Lendeborg Jr.,Debby Ryan,Lucy Fry",Adam Randall,https://m.media-amazon.com/images/M/MV5BMjhjZTM1ZjQtZTk2ZS00MjczLTkwMmItY2RiNTEwNTllY2VhXkEyXkFqcGc@._V1_.jpg
11609038,The Great Wave,Queen Regent Míriel's faith is tested. Isildur finds himself at a crossroads. Elrond uncovers a secret. Arondir is given an ultimatum. Theo disobeys Bronwyn.,36130,7.0,TV-14,"Action,Adventure,Drama",,4260,2022-09-16,"Cynthia Addai-Robinson,Ema Horvath,Leon Wadham",Wayne Che Yip,https://m.media-amazon.com/images/M/MV5BZjE5NGUzMzEtNGZjNC00MzdmLWJiOWItYmYyYjBmMzdkNmU2XkEyXkFqcGc@._V1_.jpg
106453,Body of Evidence,A lawyer defends a woman accused of killing her older lover by having sex with him.,16775,4.6,R,"Drama,Thriller","seduction,sex scene,erotic thriller,dying during sex,videotaped sex",5940,1993-01-15,"Madonna,Willem Dafoe,Joe Mantegna",Uli Edel,https://m.media-amazon.com/images/M/MV5BNjcyNWNhZjQtODZlZS00N2M2LWI3NmUtYmQzOTM2NmM3ZmRkXkEyXkFqcGc@._V1_.jpg
12823454,Your Place or Mine,Two long-distance best friends change each other's lives when she decides to pursue a lifelong dream and he volunteers to keep an eye on her teenage son.,41570,5.7,PG-13,"Comedy,Romance","friend,best friend,volunteer,teenager,son",6540,2023-02-10,"Reese Witherspoon,Ashton Kutcher,Zoë Chao",Aline Brosh McKenna,https://m.media-amazon.com/images/M/MV5BYjRiMjBkNGMtYTRkMi00MWRiLWE3OTUtZjljZTQ0NTBjOTE1XkEyXkFqcGc@._V1_.jpg
1826590,About Last Night,Follow two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.,25436,6.0,R,"Comedy,Romance","sexual perversity in chicago,about last night,bedroom,hug,interrupted sex",6000,2014-02-28,"Kevin Hart,Michael Ealy,Regina Hall",Steve Pink,https://m.media-amazon.com/images/M/MV5BMTk3OTc4NDMzNF5BMl5BanBnXkFtZTgwNjQ2NzY3MDE@._V1_.jpg
279111,Gods and Generals,"The rise and fall of confederate general Thomas ""Stonewall"" Jackson, as he meets with military success against the Union from 1861 to 1863, when he is accidentally killed by his own soldiers.",17483,6.2,PG-13,"Biography,Drama,History","john wilkes booth character,confederate army,bayonet charge,bayonet fight,robert e. lee character",13140,2003-02-21,"Stephen Lang,Robert Duvall,Jeff Daniels",Ron Maxwell,https://m.media-amazon.com/images/M/MV5BMTU1NzExNjU3OF5BMl5BanBnXkFtZTYwNzc0MDg5._V1_.jpg
58003,Il deserto rosso,"In an industrial area, unstable Giuliana attempts to cope with life by starting an affair with a co-worker at the plant her husband manages.",18146,7.4,Not Rated,Drama,"factory,ship,color in title,extramarital affair,depression",7020,1964-10-29,"Monica Vitti,Richard Harris,Carlo Chionetti",Michelangelo Antonioni,https://m.media-amazon.com/images/M/MV5BOGI2YzgyNjgtNDcxZi00ZTVjLThhMDAtMTdlYTBlNmIxYzExXkEyXkFqcGc@._V1_.jpg
6494418,Siberia,"When an American diamond trader's Russian partner goes missing, he journeys to Siberia in search of him, but instead begins a love affair.",17557,4.3,R,"Crime,Drama,Romance","blowjob,diamond merchant,rare diamond,siberia russia,female cafe owner",6240,2018-07-20,"Keanu Reeves,Boris Gulyarin,Ashley St. George",Matthew Ross,https://m.media-amazon.com/images/M/MV5BMTY1ODI5NzQ1NF5BMl5BanBnXkFtZTgwMzQ5NDM5NTM@._V1_.jpg
3480796,Vice,"Bruce Willis stars in this Sci-Fi thriller about ultimate resort: VICE, where customers can play out their wildest fantasies with artificial inhabitants who look like humans.",17223,4.2,R,"Action,Sci-Fi,Thriller","fantasy fulfillment,man hits a woman,shot multiple times,drunken man,startled",5760,2015-02-27,"Thomas Jane,Bruce Willis,Ambyr Childers",Brian A. Miller,https://m.media-amazon.com/images/M/MV5BMjE4OTg3Mjg5OV5BMl5BanBnXkFtZTgwMzYxMTg0MzE@._V1_.jpg
2616880,The Blue Umbrella,"Amidst the rain in a singing city, two umbrellas - one blue, one not - fall eternally in love.",11454,7.5,G,"Animation,Short,Drama","umbrella,heavy rain,parasol,red,blue",420,2013-06-21,Sarah Jaffe,Saschka Unseld,https://m.media-amazon.com/images/M/MV5BNmI2MzZiNGEtYTljZi00M2RjLTljNTQtZGMzYzYxYmZmYzJmXkEyXkFqcGc@._V1_.jpg
16026746,X-Men '97,"A band of mutants use their uncanny gifts to protect a world that hates and fears them; they're challenged like never before, forced to face a dangerous and unexpected new future.",38918,8.8,TV-14,"Animation,Action,Adventure","mutant,based on comic book,x men,based on comic,superhero",,2024-03-20,"George Buza,Cal Dodd,Holly Chou",,https://m.media-amazon.com/images/M/MV5BZDE0Zjk5OGYtZTk3OC00ZDZhLWE2NGQtNzc3NmJhNjljYzY5XkEyXkFqcGc@._V1_.jpg
89421,King Solomon's Mines,Fortune hunter Allan Quatermain teams up with a resourceful woman to help her find her missing father lost in the wilds of 1900s Africa while being pursued by hostile tribes and a rival German explorer.,15329,5.2,PG-13,"Action,Adventure,Comedy","africa,tribe,shotgun,hero,adventure hero",6000,1985-11-22,"Richard Chamberlain,Sharon Stone,Herbert Lom",J. Lee Thompson,https://m.media-amazon.com/images/M/MV5BZGFlZTllMjgtZWRlMC00MDY3LWFhODEtZGNiNTY3ZjE0YzdlXkEyXkFqcGc@._V1_.jpg
31210,Dark Victory,"A young socialite is diagnosed with an inoperable brain tumor, and must decide whether or not she'll meet her final days with dignity.",12762,7.4,Approved,"Drama,Romance","socialite,terminal illness,death,love,brain tumor",6240,1939-04-22,"Bette Davis,George Brent,Humphrey Bogart",Edmund Goulding,https://m.media-amazon.com/images/M/MV5BYWI1ZGMzN2UtNGRiZS00MTllLTk3ODYtNmNiYzhhZGI1NjE0XkEyXkFqcGc@._V1_.jpg
1094581,BioShock,"In 1960, a lone survivor of a plane crash named Jack discovers an abandoned underwater utopia, only to find out that the mystery behind its creation is much more sinister than he first believed.",22674,9.1,M,"Action,Adventure,Horror","single player,capitalism,steampunk,dystopia,playstation 3",,2007-08-21,"John Ahlin,Greg Baldwin,Jane Beller",Ken Levine,https://m.media-amazon.com/images/M/MV5BMTgwYzkzYzUtNTc2Mi00MTU3LTk4YzMtOWMzODY3YTY2MWE5XkEyXkFqcGc@._V1_.jpg
3899796,Sharknado 3: Oh Hell No!,"A monstrous tornado unleashes ravenous sharks from Washington, D.C., all the way down to Orlando, Florida.",14139,4.0,TV-14,"Action,Adventure,Comedy","third part,creature feature,shark,space shuttle,nasa",5580,2016-04-11,"Ian Ziering,Tara Reid,Cassandra Scerbo",Anthony C. Ferrante,https://m.media-amazon.com/images/M/MV5BMTc5MDUzNzQzOF5BMl5BanBnXkFtZTgwMDg4NTYzNTE@._V1_.jpg
8108274,Tanhaji: The Unsung Warrior,"Tanhaji Malusare, a military chieftain in the army of the Maratha king Shivaji, leads the charge to capture the strategically important Kondhana fort guarded by the army of the fierce Rajput chieftain Udaybhan Rathod.",36625,7.5,,"Action,Biography,Drama","death of protagonist,17th century,battle,sword fight,epic",8100,2020-01-10,"Ajay Devgn,Saif Ali Khan,Sharad Kelkar",Om Raut,https://m.media-amazon.com/images/M/MV5BNTRlMjdjYmEtZmY3MC00MzdhLWFiZmMtNGViZDRmYTJkNmY5XkEyXkFqcGc@._V1_.jpg
15269884,Unsu joeun nal,"The final round presents another cruel test but this time, how it ends depends on just one player. The game's creator steps out of the shadows.",14806,7.5,TV-MA,"Action,Drama,Mystery","reference to du fu,suicide,rain,limousine,asia",3300,2021-09-17,"Lee Jung-jae,Park Hae-soo,Oh Yeong-su",Hwang Dong-hyuk,https://m.media-amazon.com/images/M/MV5BMGY1MzJlMWUtYzg3ZC00Nzg5LWJmOWUtNWZjNDJlOWUzN2Y3XkEyXkFqcGc@._V1_.jpg
15215462,VIPS,"The Masked Leader welcomes VIP guests to the facility for a front-row viewing of the show. In the fifth game, some players crack under pressure.",13565,7.9,TV-MA,"Action,Drama,Mystery","sexual harassment,betting on a game,bridge,tempored glass,falling from height",3420,2021-09-17,"Lee Jung-jae,Park Hae-soo,Wi Ha-joon",Hwang Dong-hyuk,https://m.media-amazon.com/images/M/MV5BNDkyNDE3YjEtYzVkMC00Nzc2LTlkMzUtZWI5N2JiMmE1OTcyXkEyXkFqcGc@._V1_.jpg
2137109,Masters of Sex,Drama about the pioneers of the science of human sexuality whose research touched off the sexual revolution.,39035,7.9,TV-MA,"Drama,Romance","sex,human sexuality,sex researcher,extramarital affair,having sex for science",,2013-09-29,"Michael Sheen,Lizzy Caplan,Caitlin FitzGerald",,https://m.media-amazon.com/images/M/MV5BMTgzNjkzNjMxOF5BMl5BanBnXkFtZTgwMTcyMTg2OTE@._V1_.jpg
4258440,River,John River is a brilliant police inspector whose genius lies side-by-side with the fragility of his mind. He is a man haunted by the murder victims whose cases he must lay to rest.,28098,8.0,TV-MA,"Crime,Drama,Mystery","character name as series title,one word series title,xenophobia,police crime drama,detective drama",,2015-10-13,"Stellan Skarsgård,Nicola Walker,Adeel Akhtar",,https://m.media-amazon.com/images/M/MV5BZmM1N2U0YjQtNTZmMi00ZDkyLTkyZjgtNTFlNzkyZjJjYzQwXkEyXkFqcGc@._V1_.jpg
1274295,Kaminey,"The desperate lives of two estranged twin brothers converge over missing drugs, politics, racial prejudice, corrupt cops and an unplanned pregnancy.",18393,7.4,,"Action,Crime,Drama","cell phone,twin,police officer,identical twins,corrupt cop",7800,2009-08-14,"Shahid Kapoor,Priyanka Chopra Jonas,Deb Mukherjee",Vishal Bhardwaj,https://m.media-amazon.com/images/M/MV5BMTM2MTQ4NTY1Nl5BMl5BanBnXkFtZTcwMDI3NTU2Mg@@._V1_.jpg
240200,Water,"Set in colonial India against Gandhi's rise to power, it's the story of 8-year-old Chuyia, who is widowed and sent to a home to live in penitence; once there, Chuyia's feisty presence deeply affects the lives of the other residents.",15504,7.7,PG-13,Drama,"third part,old woman,page torn from a book,reference to krishna the hindu deity,reference to shiva the hindu deity",7020,2005-11-04,"Lisa Ray,John Abraham,Seema Biswas",Deepa Mehta,https://m.media-amazon.com/images/M/MV5BMmY1ZWYyMmItYWM5ZC00MjhhLWIwY2QtYmY2NDA1NzY2NzVkXkEyXkFqcGc@._V1_.jpg
184791,O,"An update of Shakespeare's 'Othello' with a young cast, set in an upper class prep school, and centered around basketball player Odin.",22152,6.1,R,"Drama,Romance,Thriller","basketball,jealousy,man strangles woman,modern day adaptation,interracial romance",5700,2001-08-31,"Mekhi Phifer,Julia Stiles,Martin Sheen",Tim Blake Nelson,https://m.media-amazon.com/images/M/MV5BMTg0MzA1ODg5M15BMl5BanBnXkFtZTYwODYxMTU3._V1_.jpg
441774,Lonely Hearts,"Based on the true story, two homicide detectives track Martha Beck and Raymond Martinez Fernandez, a murderous pair known as the ""Lonely Hearts Killers"" who lured their victims through the personals.",22623,6.4,R,"Biography,Crime,Drama","serial killer,female topless nudity,criminal investigation,murder investigation,detective",6480,2006-10-20,"John Travolta,Salma Hayek,Jared Leto",Todd Robinson,https://m.media-amazon.com/images/M/MV5BNTM1MjFiZWMtZWEwMi00ODBlLWE1ODAtMjQwMGM0NjJlNDkxXkEyXkFqcGc@._V1_.jpg
312549,Veronica Guerin,An Irish journalist writes a series of stories about drug dealers.,22331,6.8,R,"Biography,Crime,Drama","strong female character,strong female lead,tough woman,murder of a journalist,shooting a woman",5880,2003-07-11,"Cate Blanchett,Colin Farrell,Brenda Fricker",Joel Schumacher,https://m.media-amazon.com/images/M/MV5BMjUzNzMxMDUtNmMyNS00YTk0LTkyNjEtZDNjMmQ2NjJkZDIxXkEyXkFqcGc@._V1_.jpg
3083008,The Program,"An Irish sports journalist becomes convinced that Lance Armstrong's performances during the Tour de France victories are fueled by banned substances. With this conviction, he starts hunting for evidence that will expose Armstrong.",19783,6.5,R,"Biography,Drama,Sport","tour de france,reference to jake gyllenhaal,journalist,male rear nudity,bicycle",6240,2015-09-16,"Ben Foster,Chris O'Dowd,Guillaume Canet",Stephen Frears,https://m.media-amazon.com/images/M/MV5BNDMzMzY3NTIyM15BMl5BanBnXkFtZTgwMjAwNTY1NjE@._V1_.jpg
6062774,Monos,"On a remote mountaintop, eight kids with guns watch over a hostage and a conscripted milk cow.",19289,6.8,R,"Adventure,Drama,Thriller","metaphoric title,hostage,male nudity,male rear nudity,chained by the neck",6120,2019-08-15,"Sofia Buenaventura,Julián Giraldo,Karen Quintero",Alejandro Landes,https://m.media-amazon.com/images/M/MV5BN2VhMmY2YmMtZGY4OS00YmFlLTk3YTctNTE4NjVmMGEwOWI3XkEyXkFqcGc@._V1_.jpg
2309224,Mi Mefakhed Mehaze'ev Hara,"After a little girl is brutally murdered, a suspect avoids arrest due to lack of evidence. Working separately, her father and a cop decide to do something about it.",17794,6.8,Not Rated,"Drama,Horror,Thriller","satire,burned with a blow torch,blowtorch,dark comedy,girl",6600,2013-08-15,"Lior Ashkenazi,Rotem Keinan,Tzahi Grad","Aharon Keshales,Navot Papushado",https://m.media-amazon.com/images/M/MV5BMTg3ODc1ODIzOV5BMl5BanBnXkFtZTgwMzg2NTc3MDE@._V1_.jpg
6610158,Rust Creek,An overachieving college student gets lost on her way to a job interview. A wrong turn leaves her stranded deep in the Kentucky forest.,14382,5.9,R,"Action,Crime,Drama","student,drugs,criminal,small town,police",6480,2019-01-04,"Hermione Corfield,Jay Paulson,Sean O'Bryan",Jen McGowan,https://m.media-amazon.com/images/M/MV5BMzg0Yjk2YjYtYzVmZi00Mzg5LWE0MGYtNGVmMDMyMDIwYTM1XkEyXkFqcGc@._V1_.jpg
7869070,The Fanatic,A rabid film fan stalks his favorite action hero and destroys his life.,12810,4.1,R,"Crime,Drama,Horror","tied to a bed,fingers shot off,stabbed in the eye,obsessed fan,actor",5280,2020-07-03,"John Travolta,Devon Sawa,Ana Golja",Fred Durst,https://m.media-amazon.com/images/M/MV5BNzkwNGU4YmItM2IyYy00NWZhLWFmOWUtYWNlYzM5MTBhNDlhXkEyXkFqcGc@._V1_.jpg
9026184,Girl on the Third Floor,"Don Koch tries to renovate a rundown mansion with a sordid history for his growing family, only to learn that the house has other plans.",11416,4.7,TV-MA,"Drama,Horror,Mystery","mansion,marbles,hole in the wall,husband cheats on wife,renovation",5580,2019-10-25,"CM Punk,Trieste Kelly Dunn,Sarah Brooks",Travis Stevens,https://m.media-amazon.com/images/M/MV5BYTU4NDUyMmUtNzUxZC00YWIzLWIzYjYtNDE2YWNhNGZmZjZmXkEyXkFqcGc@._V1_.jpg
4196566,The Deliverance,"An Indiana family discovers strange, demonic occurrences that convince them and their community that the house is a portal to hell.",20343,5.1,R,"Horror,Thriller","based on true story,house,haunting,demon,victim",6720,2024-08-30,"Andra Day,Glenn Close,Anthony B. Jenkins",Lee Daniels,https://m.media-amazon.com/images/M/MV5BNWI2ZWFkNTAtYjA0NS00NzZkLWE1NzMtNGRkMmY2MzEwZWRkXkEyXkFqcGc@._V1_.jpg
